code,name1,name2,last_name1,last_name2,email,cellphone,usertype_id
3401763,Yesid,Julián,Cárdenas,Ramírez,ycardenas61@correo.ufpso.edu.co,3654254293,DO
7149731,Valentina,,Flores,,vflores47@correo.ufpso.edu.co,3522550979,AD
1837786,Miguel,,Lozano,,mlozano58@ufpso.edu.co,3683976172,ES
3464103,Kevin,,Castro,Meza,kcastro64@ufpso.edu.co,3779522701,DO
6478560,Augusto,Jorge,Pacheco,Cárdenas,apacheco81@correo.ufpso.edu.co,3341021016,AD
5842139,Claudia,,Medina,,cmedina78@correo.ufpso.edu.co,3456408250,ES
9777674,Claudia,Isabella,Ruiz,Aguilar,cruiz71@ufpso.edu.co,3124380307,ES
6257661,Camilo,,Ramírez,Acosta,cramirez73@ufpso.edu.co,3691620244,AD
2700440,Sandra,Valentina,Henao,Castro,shenao76@correo.ufpso.edu.co,3890473731,ES
2541358,Diego,Duván,Guerrero,Ramírez,dguerrero62@correo.ufpso.edu.co,3430421231,DO
3579406,Isabella,Carolina,Cruz,Torres,icruz30@correo.ufpso.edu.co,3746916908,ES
6534592,Juliana,Cindy,Cano,,jcano15@correo.ufpso.edu.co,3221770572,ES
3545290,Beatriz,Andrea,Valencia,,bvalencia93@ufpso.edu.co,3233462468,ES
6882428,Mauricio,Daniel,Pedraza,Cruz,mpedraza58@correo.ufpso.edu.co,3770042365,ES
1814153,Fernando,,Castaño,,fcastano51@correo.ufpso.edu.co,3951607505,ES
3469493,Xiomara,Stefany,Arango,Lozano,xarango91@correo.ufpso.edu.co,3920638921,DO
3097305,Gustavo,,Guerrero,Guerrero,gguerrero39@ufpso.edu.co,3885341875,DO
7507977,Lorena,Isabella,Mendoza,Flores,lmendoza48@ufpso.edu.co,3321430935,ES
5242876,Lorena,,Rojas,Salazar,lrojas25@correo.ufpso.edu.co,3817929820,ES
7895355,Duván,Iván,Nieto,Vásquez,dnieto62@ufpso.edu.co,3937465607,ES
4570566,Fabio,Kevin,Ochoa,Valencia,fochoa59@correo.ufpso.edu.co,3275625261,DO
2062136,Brayan,,Rojas,Sandoval,brojas53@ufpso.edu.co,3436597921,ES
2306157,Marcela,,Cano,Muñoz,mcano30@correo.ufpso.edu.co,3309384946,ES
6025565,Daniela,Angie,Buitrago,Buitrago,dbuitrago13@correo.ufpso.edu.co,3858631806,DO
9160604,Carlos,Diego,Díaz,Herrera,cdiaz43@ufpso.edu.co,3788734426,DO
7295109,Marcela,Alejandra,López,Gutiérrez,mlopez35@correo.ufpso.edu.co,3658318025,ES
1488920,Marcela,Lina,Muñoz,Gutiérrez,mmunoz59@correo.ufpso.edu.co,3134939586,ES
6270223,Catalina,,López,Reyes,clopez10@ufpso.edu.co,3688855827,ES
8771057,Beatriz,Liliana,Buitrago,Díaz,bbuitrago7@correo.ufpso.edu.co,3890270612,ES
8358014,Isabella,Isabella,Ortiz,Ortiz,iortiz72@correo.ufpso.edu.co,3865489604,ES
7253855,María,,Mendoza,,mmendoza7@correo.ufpso.edu.co,3352669559,AD
5013387,Luz,,López,,llopez66@ufpso.edu.co,3209666401,ES
7600760,Esperanza,Marta,Sandoval,Castaño,esandoval47@correo.ufpso.edu.co,3663987148,DO
4934395,Alejandra,Sandra,Pinto,Parra,apinto82@correo.ufpso.edu.co,3755469163,DO
5593623,Paola,Vanessa,Pinto,Acosta,ppinto79@ufpso.edu.co,3794660799,DO
5698805,Paola,,Gutiérrez,Gómez,pgutierrez17@ufpso.edu.co,3297272773,DO
6408705,Diana,Yolanda,Parra,Mendoza,dparra57@ufpso.edu.co,3672911130,DO
8944126,Patricia,Sara,Vásquez,Trujillo,pvasquez7@ufpso.edu.co,3650520226,DO
1447371,Patricia,,Martínez,Jiménez,pmartinez72@ufpso.edu.co,3423444137,ES
9522290,Adriana,Vanessa,Guerrero,Gómez,aguerrero12@ufpso.edu.co,3889232926,ES
5263483,Nicolás,Andrés,Bermúdez,,nbermudez51@correo.ufpso.edu.co,3326444092,DO
9256498,Jorge,Héctor,Muñoz,Henao,jmunoz31@correo.ufpso.edu.co,3631979096,ES
6363902,Carlos,,Medina,González,cmedina14@ufpso.edu.co,3978005270,ES
4001131,Rodrigo,Ricardo,Meza,Lozano,rmeza38@correo.ufpso.edu.co,3391604158,DO
2688888,Xiomara,,Pinto,Pedraza,xpinto95@correo.ufpso.edu.co,3784527439,ES
7312263,Augusto,Alejandro,Henao,Guerrero,ahenao43@correo.ufpso.edu.co,3467477054,AD
2541864,Yolanda,Natalia,Guerrero,Castaño,yguerrero72@ufpso.edu.co,3416227703,AD
1217207,Marisol,,Arango,Torres,marango12@ufpso.edu.co,3873947663,DO
2316506,Diego,Andrés,Martínez,Cruz,dmartinez51@correo.ufpso.edu.co,3505272068,ES
5896712,Felipe,Jaime,Quintero,Pérez,fquintero51@ufpso.edu.co,3850579793,DO
5439256,Camilo,Julián,Ochoa,Cardona,cochoa7@correo.ufpso.edu.co,3757460962,ES
3776267,Juan,Yesid,Aguilar,Vásquez,jaguilar61@correo.ufpso.edu.co,3711532607,DO
6353048,Alejandra,Natalia,Pérez,,aperez23@correo.ufpso.edu.co,3231859164,ES
8383087,Luis,Miguel,Ramos,Meza,lramos48@correo.ufpso.edu.co,3785945954,ES
4328736,Oscar,Ricardo,Aguilar,Arango,oaguilar13@ufpso.edu.co,3262817604,ES
1243793,Laura,Sara,González,Salazar,lgonzalez13@ufpso.edu.co,3862818674,ES
6440022,Stefany,Marisol,Quintero,Arango,squintero4@correo.ufpso.edu.co,3494904564,DO
1349594,Patricia,Beatriz,Arango,Cárdenas,parango41@ufpso.edu.co,3857755169,AD
6628059,Kevin,Carlos,Ramos,,kramos23@ufpso.edu.co,3629605998,ES
8818925,Yolanda,Viviana,González,Cano,ygonzalez94@correo.ufpso.edu.co,3534447686,AD
7479597,Marisol,,Henao,Medina,mhenao21@ufpso.edu.co,3838240382,DO
7301364,Ricardo,Esteban,Suárez,Parra,rsuarez41@correo.ufpso.edu.co,3437565157,ES
5021029,Jhonatan,Ricardo,Parra,Castro,jparra33@ufpso.edu.co,3195974881,ES
4108841,Sofía,,Acosta,Suárez,sacosta78@ufpso.edu.co,3241995013,ES
9725634,Alejandra,,Bermúdez,Ramírez,abermudez5@correo.ufpso.edu.co,3682221361,AD
5100457,Daniela,,González,Rivera,dgonzalez48@correo.ufpso.edu.co,3801352011,DO
6268783,Fernando,Brayan,Ortiz,Pacheco,fortiz68@ufpso.edu.co,3416174660,ES
5382246,Stefany,,Sánchez,Díaz,ssanchez75@correo.ufpso.edu.co,3475921146,ES
3580414,Carlos,Mauricio,Pinto,Valencia,cpinto5@ufpso.edu.co,3543770486,ES
5076035,Raúl,Gustavo,González,,rgonzalez87@correo.ufpso.edu.co,3742948905,DO
6408719,Valentina,,Morales,Pedraza,vmorales43@ufpso.edu.co,3477260378,DO
7237889,Catalina,,Nieto,,cnieto96@correo.ufpso.edu.co,3344624951,ES
7869666,Diego,Miguel,Vásquez,Mora,dvasquez77@ufpso.edu.co,3276782332,DO
1286760,Marta,,Reyes,Torres,mreyes27@ufpso.edu.co,3343365651,ES
5115839,Carlos,,Guerrero,García,cguerrero80@correo.ufpso.edu.co,3804869219,DO
5811144,Jaime,Nicolás,Buitrago,,jbuitrago23@correo.ufpso.edu.co,3821965598,ES
9943309,Ana,Camila,Morales,Bermúdez,amorales73@ufpso.edu.co,3841487190,AD
7038385,Mauricio,,Herrera,Ospina,mherrera44@correo.ufpso.edu.co,3840340868,DO
3308103,Esperanza,Vanessa,Lozano,Parra,elozano64@correo.ufpso.edu.co,3752912363,AD
3128067,Patricia,Patricia,Ríos,Parra,prios82@correo.ufpso.edu.co,3220689559,ES
6008409,Carlos,Juan,González,Guerrero,cgonzalez7@ufpso.edu.co,3705213731,ES
1009394,Catalina,,Torres,Aguilar,ctorres43@correo.ufpso.edu.co,3942067826,ES
3813626,Augusto,Rodrigo,Cárdenas,,acardenas16@ufpso.edu.co,3983545921,ES
9072298,Wilmar,,Ramírez,Bermúdez,wramirez76@ufpso.edu.co,3993574202,DO
5714213,Stiven,Daniel,Gutiérrez,Vargas,sgutierrez87@correo.ufpso.edu.co,3817038512,ES
2997091,Laura,Laura,Sánchez,,lsanchez87@correo.ufpso.edu.co,3947136215,ES
7331060,Carlos,,Cárdenas,Díaz,ccardenas38@ufpso.edu.co,3795974169,ES
1915399,Stefany,Leidy,Pedraza,Ramírez,spedraza96@ufpso.edu.co,3756202450,ES
7915475,Alejandro,Jorge,Ruiz,Salazar,aruiz40@ufpso.edu.co,3402652266,ES
1335891,Esteban,David,Ochoa,,eochoa17@correo.ufpso.edu.co,3187877078,ES
1100196,Patricia,,Pérez,Parra,pperez1@ufpso.edu.co,3632021901,ES
9080695,Isabella,,Lozano,,ilozano99@ufpso.edu.co,3778280820,DO
3244044,Wilmar,Felipe,Torres,Herrera,wtorres5@correo.ufpso.edu.co,3103601688,AD
5350972,Julián,Stiven,Díaz,,jdiaz15@ufpso.edu.co,3743964706,ES
6133257,Leidy,,Medina,Ortiz,lmedina10@correo.ufpso.edu.co,3518410960,DO
3170136,Ana,Adriana,Guerrero,,aguerrero12@correo.ufpso.edu.co,3552682981,ES
3167062,Alejandro,,Meza,,ameza94@correo.ufpso.edu.co,3144761082,AD
8709100,Beatriz,Sara,Martínez,,bmartinez67@correo.ufpso.edu.co,3420919592,ES
7749401,Andrea,Stefany,Suárez,Díaz,asuarez74@ufpso.edu.co,3579121582,DO
3789735,Ana,Marcela,Cano,Cárdenas,acano9@correo.ufpso.edu.co,3339833320,ES
5965008,Julián,,Vásquez,Ríos,jvasquez45@correo.ufpso.edu.co,3705756655,ES
4164073,Edison,,López,Pinto,elopez93@ufpso.edu.co,3713974955,DO
4572428,Julián,Julián,Herrera,Herrera,jherrera29@correo.ufpso.edu.co,3305095185,AD
7408785,Gustavo,Augusto,Castillo,Cruz,gcastillo99@correo.ufpso.edu.co,3123220706,ES
4161784,Sofía,Claudia,Cárdenas,Díaz,scardenas19@ufpso.edu.co,3374464816,DO
9919265,Claudia,Laura,Cárdenas,Rojas,ccardenas51@ufpso.edu.co,3820374788,ES
3597946,Sandra,,Gutiérrez,,sgutierrez95@ufpso.edu.co,3869763394,DO
7343690,Mario,,Quintero,Ramírez,mquintero55@correo.ufpso.edu.co,3520015687,DO
1885637,Ricardo,Jorge,Torres,Castro,rtorres68@correo.ufpso.edu.co,3250777098,ES
8712598,Nicolás,Diego,Cano,,ncano71@ufpso.edu.co,3631312730,DO
8542959,Catalina,Andrea,Vargas,González,cvargas9@correo.ufpso.edu.co,3590927557,ES
4923330,Esteban,Andrés,Gutiérrez,Zapata,egutierrez65@correo.ufpso.edu.co,3416136840,ES
5273595,Vanessa,Daniela,Mendoza,Mora,vmendoza64@correo.ufpso.edu.co,3432042597,ES
2849126,Ernesto,,Muñoz,Ospina,emunoz4@correo.ufpso.edu.co,3608990579,ES
6605540,Cristian,Kevin,Flores,Cano,cflores25@correo.ufpso.edu.co,3461779144,DO
5204038,Wilmar,Camilo,Pérez,Vargas,wperez82@correo.ufpso.edu.co,3997114555,ES
3879319,Beatriz,Natalia,Guerrero,Pacheco,bguerrero12@correo.ufpso.edu.co,3895766436,ES
6455604,Yesid,Kevin,Acosta,Acosta,yacosta66@correo.ufpso.edu.co,3383316512,DO
6870204,Esperanza,Beatriz,Mendoza,Muñoz,emendoza21@correo.ufpso.edu.co,3996787097,ES
9581062,Diana,Viviana,Ramos,Salazar,dramos33@correo.ufpso.edu.co,3895265874,DO
4039549,Esperanza,Catalina,Pérez,Sandoval,eperez31@ufpso.edu.co,3269945163,DO
6704689,Augusto,,Nieto,Cardona,anieto78@correo.ufpso.edu.co,3512779054,DO
5853792,Ricardo,Iván,Sandoval,Cruz,rsandoval24@ufpso.edu.co,3609697577,DO
1510824,Vanessa,Marcela,Gutiérrez,Cardona,vgutierrez50@correo.ufpso.edu.co,3668810558,ES
6259010,Marta,,Pacheco,Rodríguez,mpacheco90@correo.ufpso.edu.co,3527224423,ES
3974039,Sebastián,Brayan,Martínez,Martínez,smartinez88@ufpso.edu.co,3359049109,ES
4678453,Sofía,,Acosta,Jiménez,sacosta50@ufpso.edu.co,3247036414,ES
5687935,Paola,Ana,Montoya,Rivera,pmontoya59@ufpso.edu.co,3800207788,DO
1171558,Alejandro,Mario,Pedraza,Meza,apedraza99@correo.ufpso.edu.co,3261171403,ES
9891146,Oscar,,Parra,,oparra38@ufpso.edu.co,3906238657,DO
7313188,Iván,,Nieto,Ramírez,inieto9@ufpso.edu.co,3339116090,ES
4047890,Ernesto,Daniel,Ochoa,Cárdenas,eochoa99@correo.ufpso.edu.co,3593172007,ES
6807034,Iván,Luis,Rojas,Gutiérrez,irojas26@ufpso.edu.co,3386977756,ES
1922992,Carlos,Cristian,Lozano,Nieto,clozano97@ufpso.edu.co,3301233993,AD
5496523,Catalina,,González,Cano,cgonzalez19@correo.ufpso.edu.co,3260469655,DO
3997524,Marisol,Isabella,Cano,Rodríguez,mcano21@ufpso.edu.co,3210126112,ES
4338026,Iván,,Ramírez,Salazar,iramirez1@correo.ufpso.edu.co,3473508856,ES
4925750,Marcela,Marcela,Nieto,García,mnieto3@correo.ufpso.edu.co,3800430208,DO
1838354,Daniela,Valentina,Quintero,Bermúdez,dquintero2@ufpso.edu.co,3929013303,DO
3863978,Juliana,,Arango,Martínez,jarango76@correo.ufpso.edu.co,3106556602,ES
8473334,Brayan,Alejandro,Cano,Mendoza,bcano74@correo.ufpso.edu.co,3100393569,ES
5044612,Sofía,Xiomara,Muñoz,Aguilar,smunoz32@correo.ufpso.edu.co,3135535197,AD
3380794,Valentina,Tatiana,Ramírez,Zapata,vramirez11@correo.ufpso.edu.co,3497673134,DO
4808129,Xiomara,Cindy,Mora,Rodríguez,xmora34@correo.ufpso.edu.co,3286932161,ES
3700224,Vanessa,Valentina,Cardona,Cardona,vcardona71@correo.ufpso.edu.co,3317117723,ES
5700048,Valentina,,González,Pacheco,vgonzalez97@ufpso.edu.co,3193107812,DO
3139396,Beatriz,Patricia,Castillo,Pinto,bcastillo19@ufpso.edu.co,3869063318,ES
8271380,Julián,,Ruiz,,jruiz85@correo.ufpso.edu.co,3947668559,DO
3014588,Liliana,Isabella,Quintero,Trujillo,lquintero79@correo.ufpso.edu.co,3941733658,DO
7633217,Sandra,,Reyes,,sreyes8@correo.ufpso.edu.co,3837412515,DO
2645099,Ricardo,Julián,Medina,Henao,rmedina53@ufpso.edu.co,3445291405,AD
1235916,Daniela,Alejandra,Meza,Rivera,dmeza60@ufpso.edu.co,3687240116,ES
2796004,Lina,,Pérez,Medina,lperez16@correo.ufpso.edu.co,3357199797,ES
4028222,Luis,,Sandoval,Mora,lsandoval38@ufpso.edu.co,3186442093,DO
4822799,Marcela,Laura,Flores,Castaño,mflores99@correo.ufpso.edu.co,3537099959,AD
9235052,Diana,Andrea,Morales,Zapata,dmorales55@ufpso.edu.co,3563082512,ES
2907780,Sebastián,Duván,Ríos,,srios15@correo.ufpso.edu.co,3854566454,ES
6072136,Oscar,,Trujillo,Ríos,otrujillo34@ufpso.edu.co,3565203506,ES
1042617,Xiomara,Diana,Ramos,Bermúdez,xramos54@ufpso.edu.co,3947054582,DO
5367831,Fabio,,Mora,Rojas,fmora27@correo.ufpso.edu.co,3634751296,ES
4898178,Jorge,Esteban,Ortiz,Salazar,jortiz48@ufpso.edu.co,3277441388,ES
2573890,Claudia,Luz,Ortiz,Aguilar,cortiz83@correo.ufpso.edu.co,3320283841,DO
9181277,Luis,Héctor,Pedraza,Castaño,lpedraza36@ufpso.edu.co,3925711002,ES
3813692,Wilmar,Rodrigo,Medina,Suárez,wmedina86@correo.ufpso.edu.co,3540468169,DO
7143493,Valentina,Carolina,Castro,Buitrago,vcastro57@correo.ufpso.edu.co,3152115621,ES
5682531,Laura,Catalina,Herrera,Rodríguez,lherrera11@correo.ufpso.edu.co,3728597508,ES
9650787,Natalia,Stefany,Rojas,Cano,nrojas89@ufpso.edu.co,3265245823,ES
5701582,Lina,Beatriz,Acosta,Sánchez,lacosta55@correo.ufpso.edu.co,3963565770,ES
5845647,Laura,,Trujillo,Cruz,ltrujillo35@ufpso.edu.co,3317666169,DO
6225882,Stefany,,Gutiérrez,Castro,sgutierrez3@correo.ufpso.edu.co,3951267420,AD
9464008,Vanessa,Sofía,Ramírez,Nieto,vramirez95@correo.ufpso.edu.co,3747435885,ES
1918293,Esperanza,Marta,Vásquez,Cruz,evasquez99@correo.ufpso.edu.co,3900955128,ES
4030394,Juan,Felipe,Pedraza,Rojas,jpedraza48@ufpso.edu.co,3824111579,AD
9513116,Lorena,,Buitrago,Pedraza,lbuitrago15@ufpso.edu.co,3555420014,ES
3471071,Jhon,Fernando,Martínez,Arango,jmartinez41@ufpso.edu.co,3170735046,ES
4340514,María,Gloria,Vásquez,Ramírez,mvasquez3@ufpso.edu.co,3916498305,ES
4786960,Augusto,Brayan,Lozano,Lozano,alozano45@correo.ufpso.edu.co,3206526554,DO
9633868,Esperanza,,Castillo,Salazar,ecastillo71@correo.ufpso.edu.co,3436308531,AD
1245736,Esperanza,Marcela,Ríos,Zapata,erios2@ufpso.edu.co,3283444984,ES
7048275,Yesid,Andrés,Aguilar,,yaguilar67@ufpso.edu.co,3237537778,ES
6972941,Nicolás,Julián,Pérez,,nperez75@correo.ufpso.edu.co,3208267680,DO
1215716,Brayan,Mario,Quintero,Ramírez,bquintero45@correo.ufpso.edu.co,3841269377,ES
4637253,Alejandro,Augusto,Henao,Parra,ahenao22@correo.ufpso.edu.co,3803396603,DO
8374204,Luis,,Cardona,Reyes,lcardona52@correo.ufpso.edu.co,3410806170,ES
5963287,Sandra,Laura,Suárez,García,ssuarez32@correo.ufpso.edu.co,3183570930,ES
9454109,Edison,,Mora,,emora98@correo.ufpso.edu.co,3515640815,ES
3618531,Jhon,Jorge,Valencia,Sandoval,jvalencia42@correo.ufpso.edu.co,3292364132,ES
7293261,Fernando,Alejandro,Ramos,,framos44@ufpso.edu.co,3204331250,AD
3265970,Isabella,,Rojas,,irojas73@correo.ufpso.edu.co,3375536770,ES
9449838,Marcela,Tatiana,Ochoa,,mochoa86@correo.ufpso.edu.co,3469453761,DO
7201056,Marcela,Xiomara,Cárdenas,Pedraza,mcardenas16@ufpso.edu.co,3665435856,ES
6140021,Jorge,Nicolás,Parra,,jparra88@correo.ufpso.edu.co,3890492141,ES
1802755,Ernesto,,García,Trujillo,egarcia20@ufpso.edu.co,3897311421,ES
2242730,Sofía,Sofía,Pérez,,sperez23@ufpso.edu.co,3949854101,ES
9843793,Raúl,,Parra,Trujillo,rparra85@ufpso.edu.co,3341415910,ES
5037980,Oscar,Iván,González,Pacheco,ogonzalez83@correo.ufpso.edu.co,3641640386,ES
3903421,Duván,Miguel,Sandoval,,dsandoval56@ufpso.edu.co,3572075280,ES
6703394,Liliana,Camila,Reyes,Zapata,lreyes25@correo.ufpso.edu.co,3186288361,ES
3555338,Tatiana,Adriana,Ríos,Reyes,trios12@ufpso.edu.co,3508457275,DO
4665143,Marisol,Sara,Sandoval,Aguilar,msandoval95@ufpso.edu.co,3712167222,ES
8689726,Sandra,Juliana,Cardona,Trujillo,scardona10@ufpso.edu.co,3994401767,DO
4927590,Sebastián,Raúl,Gutiérrez,Henao,sgutierrez59@correo.ufpso.edu.co,3984834030,ES
3064324,Héctor,Luis,Sandoval,,hsandoval31@correo.ufpso.edu.co,3874590528,ES
8430339,Sandra,Beatriz,González,Ramos,sgonzalez18@correo.ufpso.edu.co,3293429794,DO
4073364,Duván,,Ramírez,Flores,dramirez8@ufpso.edu.co,3597621771,DO
8592237,Duván,Jorge,López,,dlopez38@ufpso.edu.co,3200281241,ES
7991477,Leidy,,Pedraza,,lpedraza95@ufpso.edu.co,3507165152,ES
7619709,Ricardo,,Rivera,López,rrivera12@correo.ufpso.edu.co,3322452110,ES
6765013,Luz,Viviana,Nieto,Acosta,lnieto25@ufpso.edu.co,3697696692,ES
7059169,Rodrigo,Stiven,Medina,Muñoz,rmedina93@correo.ufpso.edu.co,3494103865,DO
1480528,Sandra,Camila,Salazar,,ssalazar68@correo.ufpso.edu.co,3533163448,ES
9871273,Duván,,García,Salazar,dgarcia65@correo.ufpso.edu.co,3773503250,ES
6135589,Adriana,Valentina,Vargas,Rivera,avargas23@ufpso.edu.co,3182593495,DO
7047828,Wilmar,,Pedraza,Cano,wpedraza82@correo.ufpso.edu.co,3577529154,ES
2330498,Yolanda,,Ochoa,Ortiz,yochoa43@ufpso.edu.co,3329475757,ES
8029371,Wilmar,Mauricio,Pinto,Meza,wpinto87@correo.ufpso.edu.co,3227376665,ES
9159178,Héctor,,Buitrago,Cruz,hbuitrago22@correo.ufpso.edu.co,3593797033,ES
8306419,Claudia,Adriana,García,Reyes,cgarcia27@correo.ufpso.edu.co,3174039960,ES
8967716,Diana,,Quintero,Lozano,dquintero82@correo.ufpso.edu.co,3998453626,ES
2226409,Ana,Vanessa,Jiménez,Morales,ajimenez58@correo.ufpso.edu.co,3231302386,ES
9798607,Felipe,,Castro,,fcastro54@ufpso.edu.co,3922542873,ES
9680384,Ana,Daniela,Ochoa,Arango,aochoa47@correo.ufpso.edu.co,3188014899,ES
8250220,Felipe,,Mendoza,,fmendoza15@ufpso.edu.co,3411842314,ES
6431575,Lina,,Lozano,Buitrago,llozano8@correo.ufpso.edu.co,3784725528,ES
9776693,Sofía,Marta,Gómez,Buitrago,sgomez45@ufpso.edu.co,3356991413,ES
1220516,Ana,Angie,García,,agarcia39@ufpso.edu.co,3869203707,DO
2281495,Raúl,Fabio,González,Buitrago,rgonzalez56@ufpso.edu.co,3671631851,ES
1625141,Diana,Laura,Pérez,Ospina,dperez38@ufpso.edu.co,3772759608,DO
2846170,Juan,Oscar,Trujillo,,jtrujillo71@ufpso.edu.co,3496413511,DO
9336768,Camila,Marisol,Zapata,Gutiérrez,czapata93@correo.ufpso.edu.co,3958692239,ES
5908070,Natalia,Diana,Pinto,Ochoa,npinto98@ufpso.edu.co,3788888827,AD
4123481,Lina,,Buitrago,Castillo,lbuitrago28@correo.ufpso.edu.co,3524739763,ES
1929907,Viviana,,Ramírez,Pedraza,vramirez61@correo.ufpso.edu.co,3169987027,ES
8891079,Luis,Daniel,Quintero,Vásquez,lquintero73@ufpso.edu.co,3355965560,ES
9210454,Liliana,Diana,Martínez,Montoya,lmartinez35@correo.ufpso.edu.co,3691573390,ES
1904225,Vanessa,Diana,Zapata,Quintero,vzapata66@ufpso.edu.co,3473694875,ES
5269592,Sara,Sara,Flores,Ortiz,sflores78@correo.ufpso.edu.co,3161333184,ES
2362835,Juliana,,Medina,Martínez,jmedina15@ufpso.edu.co,3816127676,ES
1486536,Juan,Esteban,Salazar,,jsalazar58@ufpso.edu.co,3909345284,DO
4167210,Daniela,,Díaz,López,ddiaz98@ufpso.edu.co,3972208308,DO
4317610,Patricia,Daniela,Sánchez,Suárez,psanchez92@ufpso.edu.co,3136028202,ES
6978406,Jhon,Gustavo,Mendoza,Martínez,jmendoza92@correo.ufpso.edu.co,3614399447,DO
4480436,David,,Cárdenas,,dcardenas43@correo.ufpso.edu.co,3412625012,ES
1033653,Sebastián,,Pinto,Ruiz,spinto23@ufpso.edu.co,3451424210,DO
1590021,Natalia,,Parra,Morales,nparra60@correo.ufpso.edu.co,3247491400,DO
4019642,Rodrigo,Jaime,Pacheco,,rpacheco57@correo.ufpso.edu.co,3245390967,DO
8354240,Jaime,Jhonatan,Medina,,jmedina10@correo.ufpso.edu.co,3701841741,DO
9221258,Fabio,,Castro,Lozano,fcastro74@ufpso.edu.co,3178762218,DO
6341996,Patricia,Stefany,Quintero,Vásquez,pquintero86@correo.ufpso.edu.co,3773943440,DO
1424237,Jaime,Felipe,Díaz,Castro,jdiaz18@correo.ufpso.edu.co,3728672480,ES
1264142,Daniel,,Castro,Zapata,dcastro4@ufpso.edu.co,3633428323,DO
7317653,Valentina,Carolina,Ospina,,vospina28@ufpso.edu.co,3250615660,ES
2862982,Angie,Camila,Mora,Pacheco,amora74@correo.ufpso.edu.co,3859291403,ES
2877278,Augusto,Cristian,Cárdenas,,acardenas90@correo.ufpso.edu.co,3368180631,AD
3551848,Laura,Vanessa,Lozano,Zapata,llozano14@correo.ufpso.edu.co,3442514265,DO
3692294,Duván,,Suárez,Cardona,dsuarez58@ufpso.edu.co,3717570703,ES
2471689,Sofía,,Gutiérrez,López,sgutierrez12@ufpso.edu.co,3454349627,ES
3042056,Jhon,Mario,Trujillo,Torres,jtrujillo87@correo.ufpso.edu.co,3499646690,ES
4543533,Ricardo,,Cano,,rcano8@ufpso.edu.co,3179345768,ES
9211373,Mauricio,Oscar,Mora,,mmora99@correo.ufpso.edu.co,3202344022,ES
7957066,Daniela,Catalina,Ríos,García,drios15@ufpso.edu.co,3557262290,ES
1464471,Diego,,Ruiz,Gutiérrez,druiz76@correo.ufpso.edu.co,3595421900,AD
4835956,David,Fernando,Quintero,Cano,dquintero25@ufpso.edu.co,3344078342,DO
4437718,Ricardo,,Ortiz,Medina,rortiz94@ufpso.edu.co,3626488316,ES
8106119,Felipe,Alejandro,Ospina,García,fospina21@ufpso.edu.co,3440215756,AD
1538670,Daniela,Andrea,Pacheco,García,dpacheco38@ufpso.edu.co,3772277204,DO
9118234,Sandra,Patricia,Vásquez,Vásquez,svasquez89@correo.ufpso.edu.co,3985121625,ES
7140284,Ricardo,,Aguilar,,raguilar49@ufpso.edu.co,3880895937,DO
6503436,Patricia,Marta,Lozano,Pinto,plozano17@correo.ufpso.edu.co,3901670818,DO
2200823,Diego,,Herrera,Ríos,dherrera48@correo.ufpso.edu.co,3929325415,DO
1673845,Alejandra,,Ruiz,,aruiz72@correo.ufpso.edu.co,3878044510,ES
4053452,Natalia,,Ruiz,Pacheco,nruiz19@ufpso.edu.co,3473870205,DO
9672215,Angie,Beatriz,Cárdenas,Gutiérrez,acardenas41@correo.ufpso.edu.co,3889762539,DO
6849958,Daniela,Marcela,Aguilar,Montoya,daguilar71@correo.ufpso.edu.co,3837967258,DO
5875077,Jhonatan,Sebastián,Valencia,Muñoz,jvalencia94@ufpso.edu.co,3168839149,ES
2703889,Cindy,Diana,Rivera,Cárdenas,crivera75@ufpso.edu.co,3466446498,ES
3328264,Alejandro,,Quintero,Ramírez,aquintero51@ufpso.edu.co,3931689506,ES
4467214,Sandra,Vanessa,Cruz,,scruz59@correo.ufpso.edu.co,3922255231,ES
4805179,Jaime,,Herrera,Aguilar,jherrera15@ufpso.edu.co,3876243443,ES
3200874,Juliana,María,Quintero,Cardona,jquintero63@correo.ufpso.edu.co,3991384544,DO
6859857,Laura,Laura,Mora,Montoya,lmora53@correo.ufpso.edu.co,3703786235,ES
9059308,Jorge,Brayan,Rivera,González,jrivera29@correo.ufpso.edu.co,3681543739,DO
6638757,Angie,Angie,Herrera,Ortiz,aherrera41@ufpso.edu.co,3150488316,ES
9430358,Patricia,Gloria,Díaz,,pdiaz36@ufpso.edu.co,3488798681,ES
3531504,Catalina,Marta,Rojas,Díaz,crojas56@ufpso.edu.co,3874657741,DO
7188786,Angie,,Suárez,Castro,asuarez8@ufpso.edu.co,3641107528,ES
8136152,Edison,Ricardo,Castro,Ríos,ecastro42@ufpso.edu.co,3408013162,DO
2110229,Liliana,Luz,Acosta,Lozano,lacosta79@ufpso.edu.co,3755949744,ES
7962414,Iván,,Vásquez,López,ivasquez36@correo.ufpso.edu.co,3570823728,DO
8827540,Cindy,,Cano,García,ccano30@correo.ufpso.edu.co,3597622256,ES
4749246,Iván,Fabio,Ochoa,,iochoa38@correo.ufpso.edu.co,3271486834,ES
5034423,Gustavo,Kevin,Sánchez,Meza,gsanchez53@ufpso.edu.co,3724395346,AD
4511031,Stefany,Marta,Cano,Cardona,scano8@ufpso.edu.co,3497427519,ES
